50000
450,900
450.057,900
450.113,900
450.17,900
450.226,900
450.283,900
450.339,900
450.396,900
450.452,900
450.509,900
450.565,900
450.622,900
450.679,900
450.735,899.999
450.792,899.999
450.848,899.999
450.905,899.999
450.961,899.999
451.018,899.999
451.074,899.999
451.131,899.999
451.188,899.998
451.244,899.998
451.301,899.998
451.357,899.998
451.414,899.998
451.47,899.998
451.527,899.997
451.583,899.997
451.64,899.997
451.696,899.997
451.753,899.997
451.81,899.996
451.866,899.996
451.923,899.996
451.979,899.996
452.036,899.995
452.092,899.995
452.149,899.995
452.205,899.995
452.262,899.994
452.318,899.994
452.375,899.994
452.432,899.993
452.488,899.993
452.545,899.993
452.601,899.992
452.658,899.992
452.714,899.992
452.771,899.991
452.827,899.991
452.884,899.991
452.941,899.99
452.997,899.99
453.054,899.99
453.11,899.989
453.167,899.989
453.223,899.988
453.28,899.988
453.336,899.988
453.393,899.987
453.449,899.987
453.506,899.986
453.563,899.986
453.619,899.985
453.676,899.985
453.732,899.984
453.789,899.984
453.845,899.984
453.902,899.983
453.958,899.983
454.015,899.982
454.071,899.982
454.128,899.981
454.185,899.981
454.241,899.98
454.298,899.979
454.354,899.979
454.411,899.978
454.467,899.978
454.524,899.977
454.58,899.977
454.637,899.976
454.693,899.976
454.75,899.975
454.807,899.974
454.863,899.974
454.92,899.973
454.976,899.972
455.033,899.972
455.089,899.971
455.146,899.971
455.202,899.97
455.259,899.969
455.315,899.969
455.372,899.968
455.429,899.967
455.485,899.967
455.542,899.966
455.598,899.965
455.655,899.964
455.711,899.964
455.768,899.963
455.824,899.962
455.881,899.962
455.937,899.961
455.994,899.96
456.051,899.959
456.107,899.959
456.164,899.958
456.22,899.957
456.277,899.956
456.333,899.955
456.39,899.955
456.446,899.954
456.503,899.953
456.559,899.952
456.616,899.951
456.672,899.951
456.729,899.95
456.786,899.949
456.842,899.948
456.899,899.947
456.955,899.946
457.012,899.945
457.068,899.944
457.125,899.944
457.181,899.943
457.238,899.942
457.294,899.941
457.351,899.94
457.408,899.939
457.464,899.938
457.521,899.937
457.577,899.936
457.634,899.935
457.69,899.934
457.747,899.933
457.803,899.932
457.86,899.931
457.916,899.93
457.973,899.929
458.029,899.928
458.086,899.927
458.143,899.926
458.199,899.925
458.256,899.924
458.312,899.923
458.369,899.922
458.425,899.921
458.482,899.92
458.538,899.919
458.595,899.918
458.651,899.917
458.708,899.916
458.764,899.915
458.821,899.914
458.878,899.912
458.934,899.911
458.991,899.91
459.047,899.909
459.104,899.908
459.16,899.907
459.217,899.906
459.273,899.904
459.33,899.903
459.386,899.902
459.443,899.901
459.499,899.9
459.556,899.899
459.613,899.897
459.669,899.896
459.726,899.895
459.782,899.894
459.839,899.892
459.895,899.891
459.952,899.89
460.008,899.889
460.065,899.887
460.121,899.886
460.178,899.885
460.234,899.884
460.291,899.882
460.348,899.881
460.404,899.88
460.461,899.878
460.517,899.877
460.574,899.876
460.63,899.874
460.687,899.873
460.743,899.872
460.8,899.87
460.856,899.869
460.913,899.868
460.969,899.866
461.026,899.865
461.082,899.864
461.139,899.862
461.195,899.861
461.252,899.859
461.309,899.858
461.365,899.856
461.422,899.855
461.478,899.854
461.535,899.852
461.591,899.851
461.648,899.849
461.704,899.848
461.761,899.846
461.817,899.845
461.874,899.843
461.93,899.842
461.987,899.84
462.043,899.839
462.1,899.837
462.156,899.836
462.213,899.834
462.27,899.833
462.326,899.831
462.383,899.83
462.439,899.828
462.496,899.826
462.552,899.825
462.609,899.823
462.665,899.822
462.722,899.82
462.778,899.819
462.835,899.817
462.891,899.815
462.948,899.814
463.004,899.812
463.061,899.81
463.117,899.809
463.174,899.807
463.23,899.805
463.287,899.804
463.344,899.802
463.4,899.8
463.457,899.799
463.513,899.797
463.57,899.795
463.626,899.794
463.683,899.792
463.739,899.79
463.796,899.788
463.852,899.787
463.909,899.785
463.965,899.783
464.022,899.781
464.078,899.78
464.135,899.778
464.191,899.776
464.248,899.774
464.304,899.773
464.361,899.771
464.417,899.769
464.474,899.767
464.53,899.765
464.587,899.764
464.644,899.762
464.7,899.76
464.757,899.758
464.813,899.756
464.87,899.754
464.926,899.752
464.983,899.75
465.039,899.749
465.096,899.747
465.152,899.745
465.209,899.743
465.265,899.741
465.322,899.739
465.378,899.737
465.435,899.735
465.491,899.733
465.548,899.731
465.604,899.729
465.661,899.727
465.717,899.725
465.774,899.723
465.83,899.721
465.887,899.719
465.943,899.717
466,899.715
466.056,899.714
466.113,899.711
466.169,899.709
466.226,899.707
466.282,899.705
466.339,899.703
466.395,899.701
466.452,899.699
466.509,899.697
466.565,899.695
466.622,899.693
466.678,899.691
466.735,899.689
466.791,899.687
466.848,899.685
466.904,899.682
466.961,899.68
467.017,899.678
467.074,899.676
467.13,899.674
467.187,899.672
467.243,899.67
467.3,899.667
467.356,899.665
467.413,899.663
467.469,899.661
467.526,899.659
467.582,899.656
467.639,899.654
467.695,899.652
467.752,899.65
467.808,899.647
467.865,899.645
467.921,899.643
467.978,899.641
468.034,899.638
468.091,899.636
468.147,899.634
468.204,899.632
468.26,899.629
468.317,899.627
468.373,899.625
468.43,899.622
468.486,899.62
468.543,899.618
468.599,899.615
468.656,899.613
468.712,899.611
468.769,899.608
468.825,899.606
468.882,899.604
468.938,899.601
468.995,899.599
469.051,899.597
469.108,899.594
469.164,899.592
469.221,899.589
469.277,899.587
469.334,899.584
469.39,899.582
469.447,899.58
469.503,899.577
469.56,899.575
469.616,899.572
469.673,899.57
469.729,899.567
469.786,899.565
469.842,899.562
469.899,899.56
469.955,899.557
470.012,899.555
470.068,899.552
470.125,899.55
470.181,899.547
470.238,899.545
470.294,899.542
470.351,899.54
470.407,899.537
470.464,899.534
470.52,899.532
470.577,899.529
470.633,899.527
470.69,899.524
470.746,899.521
470.802,899.519
470.859,899.516
470.915,899.514
470.972,899.511
471.028,899.508
471.085,899.506
471.141,899.503
471.198,899.5
471.254,899.498
471.311,899.495
471.367,899.492
471.424,899.49
471.48,899.487
471.537,899.484
471.593,899.482
471.65,899.479
471.706,899.476
471.763,899.473
471.819,899.471
471.876,899.468
471.932,899.465
471.989,899.462
472.045,899.46
472.102,899.457
472.158,899.454
472.215,899.451
472.271,899.449
472.328,899.446
472.384,899.443
472.441,899.44
472.497,899.437
472.553,899.434
472.61,899.432
472.666,899.429
472.723,899.426
472.779,899.423
472.836,899.42
472.892,899.417
472.949,899.414
473.005,899.412
473.062,899.409
473.118,899.406
473.175,899.403
473.231,899.4
473.288,899.397
473.344,899.394
473.401,899.391
473.457,899.388
473.514,899.385
