50000
0,900
900,0
900,900
0,0
850.656,358.391
352.968,626.147
500.646,666.531
201.812,362.425
673.601,759.265
150.551,174.735
196.197,233.356
530.699,177.742
643.777,826.028
415.58,505.313
840.757,240.208
136.97,800.218
667.645,407.812
547.475,426.211
527.341,161.791
465.282,690.083
299.025,404.617
246.526,540.507
848.487,409.595
789.663,321.454
749.363,112.811
197.674,505.99
246.27,816.816
384.599,734.546
659.014,724.099
552.792,552.62
442.536,791.779
328.805,459.444
440.994,178.64
680.431,257.079
569.798,646.268
687.222,838.665
349.979,279.461
685.246,166.767
397.091,481.667
258.453,190.133
84.6079,549.314
537.023,683.74
406.521,537.831
50.6762,507.465
697.745,181.272
208.893,296.134
399.62,809.652
367.016,573.961
285.27,521.007
289.832,445.806
538.706,316.544
559.971,160.389
499.236,301.35
820.636,481.372
679.18,717.742
446.92,91.7995
360.268,610.816
100.959,160.448
400.823,484.957
322.285,250.578
543.72,421.219
305.106,487.711
102.444,541.521
278.54,278.453
268.209,501.961
586.193,539.288
389.305,443.288
715.615,557.72
697.991,819.439
321.538,473.15
204.147,279.8
296.029,411.011
241.363,364.052
706.05,61.7714
419.561,725.366
220.884,200.835
695.078,665.438
644.196,173.718
358.855,366.146
86.3309,485.336
49.4228,176.363
457.713,457.27
78.2325,318.646
204.023,200.75
147.919,205.638
471.637,95.2511
406.948,510.434
446.173,802.731
569.622,69.5144
181.508,743.427
325.674,174.48
818.221,283.943
130.294,587.377
646.538,530.038
342.054,249.06
348.408,114.686
90.3094,605.297
312.069,412.833
144.499,704.721
102.771,727.407
803.725,621.76
654.456,449.532
461.883,708.873
418.205,772.212
290.279,319.57
74.5124,507.306
386.21,73.7744
480.12,597.87
187.875,236.744
630.765,360.511
775.937,298.422
512.075,340.872
761.596,229.85
463.024,696.491
171.91,413.541
846.789,187.111
150.661,564.654
311.024,83.1714
842.362,771.579
271.4,216.178
177.36,277.015
252.288,824.765
340.252,302.53
776.123,763.19
533.099,284.304
719.238,846.697
